stype,enumeration,household,y_hou_res_sub,hou_res_rate_sub,id,individual,x_1,x_2,x_3,x_4,x_5,x_6,x_7,z_1,z_2,z_3,z_4,z_5,q_1,q_2,random_inter_ea,num_house,num_indiv,z,pr,y,weight_sub,weight,strata_num,base_weight,y_hou_res,hou_res_rate,z_ind_res,pr_ind_res,y_ind_res,ind_res_rate,weight_survey,z_ind_res_sub,pr_ind_res_sub,y_ind_res_sub,ind_res_rate_sub,weight_survey_sub
1,2,43,1,0.9975124378109452,392,4,0.25415288888448717,-1.2845155466558582,1.2560743590388466,0.8497018498968923,-0.5173894064029215,-0.8644343459142882,-0.7282432380489765,1,0,0,1,0,-1.168618269548589,-1.0129244574040444,5.918216621110411,236,4,-13.899405220258853,9.195272664439617e-7,0,71.26400000000001,35.632000000000005,200,35.632000000000005,1,0.9970414201183432,1.2392537262843435,0.7754340878144187,1,0.8383838383838383,42.6269344678417,16.935018693721283,0.999999955821109,1,1,85.46647210011155
1,2,73,1,1,448,1,0.16791586696880467,-0.5844712954563316,0.5813871876843083,-1.4017165615194567,-0.09578203449815115,-0.4639493316892561,-1.058394693151169,1,1,1,1,1,-0.9274797331616418,-0.9728442522966616,5.918216621110411,236,2,-5.775936473816834,0.0030917037434132306,0,71.26400000000001,35.632000000000005,200,35.632000000000005,1,0.9635416666666666,11.307140264601948,0.9999877152579507,1,0.9530612244897959,38.801534348052556,17.921685782847586,0.9999999835293494,1,0.9292035398230089,83.51568345390359
1,2,73,1,1,449,2,0.16791586696880467,-0.5844712954563316,0.5813871876843083,-1.4017165615194567,-0.09578203449815115,-0.4639493316892561,-1.058394693151169,1,1,1,1,1,-1.5798694367321016,-0.3121515245114276,5.918216621110411,236,2,-4.198576951347048,0.014794759556574503,0,71.26400000000001,35.632000000000005,200,35.632000000000005,1,0.9635416666666666,11.307140264601948,0.9999877152579507,1,0.9530612244897959,38.801534348052556,17.921685782847586,0.9999999835293494,1,0.9292035398230089,83.51568345390359
1,2,129,1,0.9975124378109452,551,1,-1.124470965275907,-2.1668003210128166,-2.1671546816745155,-1.037229168208119,-1.8092210045256274,-0.6969150442302339,-1.9103612016578277,0,0,1,0,1,-1.2417057842319585,-1.807406915861868,5.918216621110411,236,3,-4.925703889052901,0.007205322462019117,0,71.26400000000001,35.632000000000005,200,35.632000000000005,1,0.9970414201183432,6.272428319794616,0.9981159172469419,1,0.9462025316455697,37.76964417494517,21.518737370803656,0.9999999995486317,1,0.7916666666666666,95.65599868745794
1,2,129,1,0.9975124378109452,552,2,-1.124470965275907,-2.1668003210128166,-2.1671546816745155,-1.037229168208119,-1.8092210045256274,-0.6969150442302339,-1.9103612016578277,0,0,1,0,1,-0.9525857533872226,-1.6288396884735672,5.918216621110411,236,3,-4.964829801554018,0.00693076765950321,0,71.26400000000001,35.632000000000005,200,35.632000000000005,1,0.9970414201183432,6.272428319794616,0.9981159172469419,1,0.9462025316455697,37.76964417494517,21.518737370803656,0.9999999995486317,1,0.7916666666666666,95.65599868745794
1,2,129,1,0.9975124378109452,553,3,-1.124470965275907,-2.1668003210128166,-2.1671546816745155,-1.037229168208119,-1.8092210045256274,-0.6969150442302339,-1.9103612016578277,0,0,1,0,1,-0.86303608099524,-2.3847923753810405,5.918216621110411,236,3,-6.112713235616461,0.0022096407764627406,0,71.26400000000001,35.632000000000005,200,35.632000000000005,1,0.9970414201183432,6.272428319794616,0.9981159172469419,1,0.9462025316455697,37.76964417494517,21.518737370803656,0.9999999995486317,1,0.7916666666666666,95.65599868745794
1,2,167,1,0.884393063583815,619,1,-0.6978375166612654,1.6342843080643958,0.7750435922337092,-0.42510700730119855,-0.48300064675819776,-0.15247874396180439,-0.12016709029676231,1,1,0,1,0,-0.18840116658431574,-0.6896129847377448,5.918216621110411,236,1,0.2939702874757171,0.5729678460049011,0,71.26400000000001,35.632000000000005,200,35.632000000000005,1,0.9970414201183432,17.11577665718327,0.9999999631266472,1,0.8383838383838383,42.6269344678417,2.4201999052282637,0.9183547345492855,1,0.6611111111111111,145.81235121970568
1,2,210,1,1,718,1,0.06729793643267634,-0.21153640895456716,-1.6252596271082727,-0.2763736706218898,0.29756627207721087,-1.8922624743339052,0.7896813641953616,1,1,1,1,1,-2.664373277357833,-0.44089632050298866,5.918216621110411,236,1,-4.013494162344208,0.01774941036304569,0,71.26400000000001,35.632000000000005,200,35.632000000000005,1,0.9635416666666666,13.255814923946648,0.9999982498633267,1,0.9530612244897959,38.801534348052556,18.607352687613766,0.9999999917028412,1,0.8313953488372093,93.3407539561544
1,2,215,1,1,727,2,0.5450277809346286,-0.30412431605771306,0.28517272366910007,1.1403793719606936,0.38090466964814873,-0.1896811477901721,-1.3447034619882312,1,1,0,0,0,-0.25474872144575583,0.06724766904769197,5.918216621110411,236,3,-5.563822536784555,0.0038194482736477885,0,71.26400000000001,35.632000000000005,200,35.632000000000005,1,0.9635416666666666,0.9515723050060163,0.7214312713024612,1,0.5450819672131147,67.84344385287545,12.66863133539055,0.9999968516576563,1,0.7300613496932515,185.85682937846553
1,6,7,1,0.9975124378109452,1688,1,-0.9594931424318625,-0.7389674655886144,-1.361504463248076,-2.728168824961504,-1.9190885800272928,-2.756126493068875,-0.6987828545697965,1,0,1,1,1,-1.631195574925767,1.0834461057387785,0.8976580794099238,191,2,-4.784663476718952,0.008287676003717616,0,71.264,35.632,200,35.632,1,0.9970414201183432,14.942410585768897,0.9999996759639007,1,0.9462025316455697,37.769644174945164,13.44507241991004,0.9999985516330364,1,1,75.72766562757086
1,6,7,1,0.9975124378109452,1689,2,-0.9594931424318625,-0.7389674655886144,-1.361504463248076,-2.728168824961504,-1.9190885800272928,-2.756126493068875,-0.6987828545697965,1,0,1,1,1,-2.801060102084106,-3.009851939174963,0.8976580794099238,191,2,-9.345416212439853,8.735733314771892e-5,0,71.264,35.632,200,35.632,1,0.9970414201183432,14.942410585768897,0.9999996759639007,1,0.9462025316455697,37.769644174945164,13.44507241991004,0.9999985516330364,1,1,75.72766562757086
1,6,14,1,0.9975124378109452,1706,1,-3.6616220820378476,-2.4865911718092613,-1.1942698252141328,-1.4920593107736564,-1.60445655096723,-1.8154886865639845,-1.1229016547218318,0,1,0,0,0,-1.4278170750046155,-0.046737300909827084,0.8976580794099238,191,1,-6.884045982481558,0.0010229451081699495,0,71.264,35.632,200,35.632,1,0.9970414201183432,7.770480990144923,0.9995781677822928,1,0.9919354838709677,36.02828361197558,17.35310714098241,0.9999999709168588,1,0.9931506849315068,72.73444051093202
1,6,21,1,1,1717,1,-0.5279448232521294,0.6438970103887979,-2.0254059167203193,0.09389278601063,-0.5464102495270962,-0.9281731883587362,-0.6071718352362765,1,0,1,1,0,-0.37150998968507887,1.296375632111367,0.8976580794099238,191,2,-9.219407274101235,9.9087588505169e-5,0,71.264,35.632,200,35.632,1,0.9970414201183432,15.610557771991044,0.9999998338804187,1,0.9530612244897959,37.49783541641515,9.315858479357157,0.9999100222788564,1,0.8313953488372093,90.20458309962805
1,6,21,1,1,1718,2,-0.5279448232521294,0.6438970103887979,-2.0254059167203193,0.09389278601063,-0.5464102495270962,-0.9281731883587362,-0.6071718352362765,1,0,1,1,0,-1.616928882908256,0.01532209488446068,0.8976580794099238,191,2,-9.767463332995726,5.7282200652510115e-5,0,71.264,35.632,200,35.632,1,0.9970414201183432,15.610557771991044,0.9999998338804187,1,0.9530612244897959,37.49783541641515,9.315858479357157,0.9999100222788564,1,0.8313953488372093,90.20458309962805
1,6,34,1,0.9975124378109452,1740,1,-1.5007272354432528,-1.7310799153485936,-0.7104200491717378,-2.929111314511579,-0.22981855590300726,-2.5056396467719506,-1.5253889628320518,0,1,0,0,1,-4.310598275662988,-3.5242359577961757,0.8976580794099238,191,1,-3.4625464044560985,0.03039689347234426,0,71.264,35.632,200,35.632,1,0.9635416666666666,6.232227850220266,0.9980387847868087,1,0.6376811594202898,57.99173660933661,14.265138701747773,0.9999993621351052,1,0.7916666666666666,146.8707900792439
1,6,51,1,0.9975124378109452,1770,1,-1.0488163144932796,-2.2852093424623914,-0.7200832931290995,-2.110665336436571,0.016326368088330323,-1.5010558851340723,-1.70966454342688,0,1,1,1,1,-2.777648093592109,0.24969253371872457,0.8976580794099238,191,3,-11.549885537579382,9.63705325821861e-6,0,71.264,35.632,200,35.632,1,0.9635416666666666,8.787622756732418,0.9998474129576779,1,0.9965277777777778,37.10908884075713,24.525541103659023,0.9999999999776801,1,0.9714285714285714,76.59159160766508
1,6,51,1,0.9975124378109452,1771,2,-1.0488163144932796,-2.2852093424623914,-0.7200832931290995,-2.110665336436571,0.016326368088330323,-1.5010558851340723,-1.70966454342688,0,1,1,1,1,-2.0743212993709585,-1.7020186712941126,0.8976580794099238,191,3,-14.985608018818505,3.1033659780341107e-7,0,71.264,35.632,200,35.632,1,0.9635416666666666,8.787622756732418,0.9998474129576779,1,0.9965277777777778,37.10908884075713,24.525541103659023,0.9999999999776801,1,0.9714285714285714,76.59159160766508
1,6,51,1,0.9975124378109452,1772,3,-1.0488163144932796,-2.2852093424623914,-0.7200832931290995,-2.110665336436571,0.016326368088330323,-1.5010558851340723,-1.70966454342688,0,1,1,1,1,-2.725668500032428,-2.5522797410165126,0.8976580794099238,191,3,-15.524626315768392,1.8102575974131804e-7,0,71.264,35.632,200,35.632,1,0.9635416666666666,8.787622756732418,0.9998474129576779,1,0.9965277777777778,37.10908884075713,24.525541103659023,0.9999999999776801,1,0.9714285714285714,76.59159160766508
1,6,105,1,0.9975124378109452,1877,1,-2.1015068387791653,-2.309120524546154,-0.4294610180641809,-1.4020394047749276,-1.504767836945402,-1.519037181152263,-1.1382000772219767,1,0,1,1,0,-1.8499449818350293,-0.9194900658174241,0.8976580794099238,191,1,-14.984429966326502,3.107024059204986e-7,0,71.264,35.632,200,35.632,1,0.9970414201183432,9.187419784266979,0.9998976919397268,1,0.9462025316455697,37.769644174945164,20.199291827316703,0.9999999983112746,1,1,75.72766562757086
1,6,110,1,0.9975124378109452,1888,1,0.23525388565907068,-1.7977566180082065,-0.9655837794115876,-3.174941948502541,-0.16677057042022092,-2.3650844660591637,-1.3268435869046273,0,1,0,1,1,-1.377246198604285,-1.1881574164420903,0.8976580794099238,191,2,-8.050906731084195,3.1871110483373463e-4,0,71.264,35.632,200,35.632,1,0.9635416666666666,2.655457438861064,0.9343465611450001,1,0.7540453074433657,49.042461338591806,16.5443594797338,0.9999999347055988,1,0.9714285714285714,101.22156829015502
1,6,110,1,0.9975124378109452,1889,2,0.23525388565907068,-1.7977566180082065,-0.9655837794115876,-3.174941948502541,-0.16677057042022092,-2.3650844660591637,-1.3268435869046273,0,1,0,1,1,-0.8453394405596182,-0.8753798598590858,0.8976580794099238,191,2,-8.144924909912655,2.901202481151607e-4,0,71.264,35.632,200,35.632,1,0.9635416666666666,2.655457438861064,0.9343465611450001,1,0.7540453074433657,49.042461338591806,16.5443594797338,0.9999999347055988,1,0.9714285714285714,101.22156829015502
1,6,162,1,0.9975124378109452,1999,1,-1.6855692957733805,-2.0849932257904156,-0.5340595468377219,-0.9560927144431861,0.7993324249918571,-0.9741635430790141,-1.3527330368117445,1,1,1,1,0,-0.5180279397778121,-0.8227846186694433,0.8976580794099238,191,2,-19.805430111726352,2.5038654623881875e-9,0,71.264,35.632,200,35.632,1,0.9635416666666666,8.548191775619099,0.9998061421990021,1,0.9965277777777778,37.10908884075713,22.40456351201899,0.9999999998138678,1,1,74.40326041887465
1,6,162,1,0.9975124378109452,2000,2,-1.6855692957733805,-2.0849932257904156,-0.5340595468377219,-0.9560927144431861,0.7993324249918571,-0.9741635430790141,-1.3527330368117445,1,1,1,1,0,-1.3275638289089253,-0.383943234254126,0.8976580794099238,191,2,-18.381516284413795,1.0399414870714106e-8,0,71.264,35.632,200,35.632,1,0.9635416666666666,8.548191775619099,0.9998061421990021,1,0.9965277777777778,37.10908884075713,22.40456351201899,0.9999999998138678,1,1,74.40326041887465
1,6,167,1,1,2007,1,-1.7019492250013628,0.6301725997242987,-0.22906811610638833,-1.429218715641296,-1.4871123550982954,-1.1565904523019017,-1.1242787986368599,1,0,1,0,0,0.20784447676794593,-0.39503806890561,0.8976580794099238,191,1,-2.221498059580468,0.09783649910543804,0,71.264,35.632,200,35.632,1,0.9970414201183432,16.714131973847234,0.9999999449008764,1,0.9462025316455697,37.769644174945164,3.5308903469125146,0.9715540289810541,1,0.8571428571428571,88.12916974153872
1,9,7,1,1,2904,1,0.4367565933396452,0.6572822701828932,0.034745272523431625,-1.3319190891899966,-0.5228388442557852,-1.3598767572973673,0.6974668812017112,0,1,0,1,1,-0.9700335208859363,1.679219658665373,7.878906758267462,248,1,9.042531053496578,0.9998817428796005,1,71.264,35.632,200,35.632,1,0.9970414201183432,12.2009104800775,0.9999949741476974,1,0.8383838383838383,42.62693446784169,8.814823106904122,0.9998515068325321,1,1,85.25386893568339
1,9,14,1,0.9975124378109452,2914,1,-2.26537234626634,-1.0903414360377535,0.20197991055737474,-0.0958095750021487,-0.20820681519572248,-0.4192389507924771,0.2733480810496759,1,1,0,0,0,0.36289734993859,-0.9265777385941952,7.878906758267462,248,3,-5.752263410024749,0.003165532587315912,0,71.264,35.632,200,35.632,1,0.9635416666666666,8.328980884453527,0.9997586403162191,1,0.821917808219178,44.992622702702704,13.72285782797649,0.9999989029205177,1,0.9699248120300752,93.00684588616454
1,9,14,1,0.9975124378109452,2915,2,-2.26537234626634,-1.0903414360377535,0.20197991055737474,-0.0958095750021487,-0.20820681519572248,-0.4192389507924771,0.2733480810496759,1,1,0,0,0,-0.3446739674272865,1.8629862813397464,7.878906758267462,248,3,-1.1393024647513545,0.24244845232555254,1,71.264,35.632,200,35.632,1,0.9635416666666666,8.328980884453527,0.9997586403162191,1,0.821917808219178,44.992622702702704,13.72285782797649,0.9999989029205177,1,0.9699248120300752,93.00684588616454
1,9,14,1,0.9975124378109452,2916,3,-2.26537234626634,-1.0903414360377535,0.20197991055737474,-0.0958095750021487,-0.20820681519572248,-0.4192389507924771,0.2733480810496759,1,1,0,0,0,-2.40859064665585,2.2279997232729296,7.878906758267462,248,3,1.4356330331836666,0.8077774905458301,0,71.264,35.632,200,35.632,1,0.9635416666666666,8.328980884453527,0.9997586403162191,1,0.821917808219178,44.992622702702704,13.72285782797649,0.9999989029205177,1,0.9699248120300752,93.00684588616454
1,9,51,1,0.9975124378109452,2988,1,0.34743342127822796,-0.8889596066908839,0.676166442642408,-0.7144156006650635,1.4125761038598377,-0.10480614936256472,-0.31341480765537255,1,1,0,1,1,0.4536802762027392,-1.5665197070245709,7.878906758267462,248,2,-8.669637434256714,1.7169187005897676e-4,0,71.264,35.632,200,35.632,1,0.6647398843930635,6.046122651041021,0.9976385675554944,1,0.5882352941176471,91.12496695652173,17.595291790653103,0.9999999771723157,1,1,182.70442252629294
1,9,51,1,0.9975124378109452,2989,2,0.34743342127822796,-0.8889596066908839,0.676166442642408,-0.7144156006650635,1.4125761038598377,-0.10480614936256472,-0.31341480765537255,1,1,0,1,1,-1.3813983578206013,1.6459422694902321,7.878906758267462,248,2,-2.3371120331126485,0.08809564325684105,0,71.264,35.632,200,35.632,1,0.6647398843930635,6.046122651041021,0.9976385675554944,1,0.5882352941176471,91.12496695652173,17.595291790653103,0.9999999771723157,1,1,182.70442252629294
1,9,74,1,1,3036,1,-0.9847700907330916,0.38417530241385844,0.21668599314555514,0.1298448330182148,-0.01830461649091686,-0.6500899142135649,-0.9173321473402147,1,0,1,1,0,-1.1136203156859505,-0.8317817064857074,7.878906758267462,248,2,-4.411251158146513,0.011994368399440895,0,71.264,35.632,200,35.632,1,0.9635416666666666,16.255662614923953,0.9999999128524084,1,0.9462025316455697,39.08279316641055,10.641617181053553,0.9999761002146711,1,0.9292035398230089,84.12105957722652
1,9,74,1,1,3037,2,-0.9847700907330916,0.38417530241385844,0.21668599314555514,0.1298448330182148,-0.01830461649091686,-0.6500899142135649,-0.9173321473402147,1,0,1,1,0,-1.7660100192564103,-0.17108897870047335,7.878906758267462,248,2,-2.8338916356767245,0.05551997690741346,0,71.264,35.632,200,35.632,1,0.9635416666666666,16.255662614923953,0.9999999128524084,1,0.9462025316455697,39.08279316641055,10.641617181053553,0.9999761002146711,1,0.9292035398230089,84.12105957722652
1,9,162,1,0.9975124378109452,3218,1,-0.28931956000187287,-0.688743490018908,0.8621901889337856,0.44015702132832135,2.1955821607633643,0.42208619269249337,0.043516698959762956,0,0,1,0,0,0.8782217959936953,0.5734651171020642,7.878906758267462,248,2,-2.6926566072596203,0.06340806600749609,0,71.264,35.632,200,35.632,1,0.6647398843930635,5.806691669927703,0.9970016541323835,1,0.9530612244897959,56.24289433013686,13.974314199013065,0.999999146836859,1,0.7916666666666666,142.44164444078237
1,9,162,1,0.9975124378109452,3219,2,-0.28931956000187287,-0.688743490018908,0.8621901889337856,0.44015702132832135,2.1955821607633643,0.42208619269249337,0.043516698959762956,0,0,1,0,0,0.06868590686258208,1.0123065015173816,7.878906758267462,248,2,-1.2687427799470634,0.2194725433886129,0,71.264,35.632,200,35.632,1,0.6647398843930635,5.806691669927703,0.9970016541323835,1,0.9530612244897959,56.24289433013686,13.974314199013065,0.999999146836859,1,0.7916666666666666,142.44164444078237
1,9,182,1,0.9975124378109452,3263,1,0.9332231109645389,-1.3126017710618405,-0.939519612824011,0.02039927040886247,-0.7344457453868025,0.8836631014000812,2.2764403364894044,1,0,1,1,1,0.4949408570621805,2.0994571590274407,7.878906758267462,248,4,-7.364467023755265,6.329619892827415e-4,0,71.264,35.632,200,35.632,1,0.9970414201183432,5.340824739875021,0.9952309359639017,1,0.8458244111349036,42.25195261240281,22.24536689599633,0.9999999997817473,1,1,84.7146381555408
1,9,182,1,0.9975124378109452,3264,2,0.9332231109645389,-1.3126017710618405,-0.939519612824011,0.02039927040886247,-0.7344457453868025,0.8836631014000812,2.2764403364894044,1,0,1,1,1,1.161577233850624,4.561177953302544,7.878906758267462,248,4,-4.584694288558562,0.010103742089013377,0,71.264,35.632,200,35.632,1,0.9970414201183432,5.340824739875021,0.9952309359639017,1,0.8458244111349036,42.25195261240281,22.24536689599633,0.9999999997817473,1,1,84.7146381555408
1,9,182,1,0.9975124378109452,3265,3,0.9332231109645389,-1.3126017710618405,-0.939519612824011,0.02039927040886247,-0.7344457453868025,0.8836631014000812,2.2764403364894044,1,0,1,1,1,0.06058197982805669,1.4728298588245354,7.878906758267462,248,4,-7.807386366805205,4.065543222663513e-4,0,71.264,35.632,200,35.632,1,0.9970414201183432,5.340824739875021,0.9952309359639017,1,0.8458244111349036,42.25195261240281,22.24536689599633,0.9999999997817473,1,1,84.7146381555408
1,9,182,1,0.9975124378109452,3266,4,0.9332231109645389,-1.3126017710618405,-0.939519612824011,0.02039927040886247,-0.7344457453868025,0.8836631014000812,2.2764403364894044,1,0,1,1,1,0.8148221669216166,3.507074236396951,7.878906758267462,248,4,-5.713684425297386,0.0032896323099518604,0,71.264,35.632,200,35.632,1,0.9970414201183432,5.340824739875021,0.9952309359639017,1,0.8458244111349036,42.25195261240281,22.24536689599633,0.9999999997817473,1,1,84.7146381555408
1,9,210,1,1,3316,1,0.45943596386408647,0.18060161847684297,-1.2331215996768625,0.11576435680952024,0.689704299508621,-1.500124446902495,1.1818193916267714,0,0,0,0,0,-3.2595931822684268,1.915306438682393,7.878906758267462,248,2,9.503055629715137,0.9999253821087477,1,71.264,35.632,200,35.632,1,0.9635416666666666,3.312670134919212,0.9648609223646697,1,0.5450819672131147,67.84344385287544,5.7877938162920985,0.9969446278150844,1,0.7300613496932515,185.85682937846548
1,9,210,1,1,3317,2,0.45943596386408647,0.18060161847684297,-1.2331215996768625,0.11576435680952024,0.689704299508621,-1.500124446902495,1.1818193916267714,0,0,0,0,0,-0.9304014750833937,2.46354084296218,7.878906758267462,248,2,7.941392088521807,0.9996444155329441,1,71.264,35.632,200,35.632,1,0.9635416666666666,3.312670134919212,0.9648609223646697,1,0.5450819672131147,67.84344385287544,5.7877938162920985,0.9969446278150844,1,0.7300613496932515,185.85682937846548
1,9,215,1,1,3326,1,0.9371658083660385,0.08801371137369696,0.6773107511005102,1.5325173993921037,0.7730426970795589,0.20245687964123793,-0.9525654345568211,0,0,1,0,0,0.17745924036297447,0.3722352727685154,7.878906758267462,248,2,-0.346401829094916,0.4142552392390546,0,71.264,35.632,200,35.632,1,0.9635416666666666,4.40842751597858,0.9879721238692661,1,0.7142857142857143,51.772332972972976,12.649072464068883,0.9999967894736894,1,0.9117647058823529,113.56511748910201
1,9,215,1,1,3327,2,0.9371658083660385,0.08801371137369696,0.6773107511005102,1.5325173993921037,0.7730426970795589,0.20245687964123793,-0.9525654345568211,0,0,1,0,0,0.7954416006665305,-0.9150938476467522,7.878906758267462,248,2,-2.7666449579798464,0.05915346013434903,0,71.264,35.632,200,35.632,1,0.9635416666666666,4.40842751597858,0.9879721238692661,1,0.7142857142857143,51.772332972972976,12.649072464068883,0.9999967894736894,1,0.9117647058823529,113.56511748910201
1,12,37,1,0.9973684210526316,4303,1,-0.6309005280412506,-1.962590353476934,1.0637474144011767,-0.464015991604517,-1.246143220293467,0.39388255231903957,0.760902870424404,1,1,0,1,1,0.5471358905309373,0.8450827747466466,6.949216182057155,375,2,-4.192499178978524,0.01488361014870439,0,71.264,35.632,200,35.632,1,0.9970414201183432,5.2545425219536295,0.9948034101212345,1,0.8383838383838383,42.62693446784169,23.299598515159346,0.9999999999239475,1,1,85.47881318089627
1,12,37,1,0.9973684210526316,4304,2,-0.6309005280412506,-1.962590353476934,1.0637474144011767,-0.464015991604517,-1.246143220293467,0.39388255231903957,0.760902870424404,1,1,0,1,1,2.566494222681192,-0.13458374023890507,6.949216182057155,375,2,-7.583390632108555,5.085742498524806e-4,0,71.264,35.632,200,35.632,1,0.9970414201183432,5.2545425219536295,0.9948034101212345,1,0.8383838383838383,42.62693446784169,23.299598515159346,0.9999999999239475,1,1,85.47881318089627
